Row Labels;Sum of CREDITO;;;
598885 2 30001789;9893000;;9893000;0
598885 2 509;955000;;955000;0
598885 2 819;6000000;;6000000;0
598885 6 1;3594350;;3594350;0
598885 6 154;5872000;;5872000;0
598885 6 30000012;5872000;;5872000;0
598885 6 30000659;5872000;;5872000;0
598885 6 31;3594350;;3594350;0
598885 6 560;5160200;;5160200;0
598905 2 163;2000000;;2000000;0
598905 2 223;1900000;;1900000;0
598905 2 280;1700000;;1700000;0
598905 2 30000823;1000000;;1000000;0
598905 2 30001236;2300000;;2300000;0
598905 2 30001938;2700000;;2700000;0
598905 2 30002516;3000000;;3000000;0
598905 2 430;1100000;;1100000;0
598905 2 565;900000;;900000;0
598905 2 63;2000000;;2000000;0
598905 2 64;1475000;;1475000;0
598905 2 854;1475000;;1475000;0
598905 2 855;1475000;;1475000;0
598905 6 30000822;586500;;586500;0
598905 6 30001235;927200;;927200;0
598905 6 30002667;541700;;541700;0
598908 1 154;1700000;;1700000;0
598908 1 357;1700000;;1700000;0
598908 1 358;1700000;;1700000;0
598908 1 359;1700000;;1700000;0
598908 1 393;1700000;;1700000;0
598908 1 66;1700000;;1700000;0
598908 1 87;1500000;;1500000;0
598908 2 261;500000;;500000;0
598908 2 28;1500000;;1500000;0
598908 2 30000928;500000;;500000;0
598908 2 30001725;600000;;600000;0
598908 2 30002616;2000000;;2000000;0
598908 6 30002265;380800;;380800;0
598931 2 238;6000000;;6000000;0
598931 2 435;6000000;;6000000;0
598931 6 1;2481000;;2481000;0
598931 6 223;1000000;;1000000;0
598931 6 360;2481000;;2481000;0
599089 2 30000281;1500000;;1500000;0
599089 2 323;1500000;;1500000;0
599089 6 264;1760500;;1760500;0
599089 6 30000687;2152800;;2152800;0
599089 6 30002;1179700;;1179700;0
599089 6 352;2268000;;2268000;0
599089 6 422;2311000;;2311000;0
599089 6 8;1601400;;1601400;0
599089 6 84;1686000;;1686000;0
599091 2 100;5186000;;5186000;0
599091 2 30000748;4812000;;4812000;0
599091 6 10;1259000;;1259000;0
599091 6 129;1416000;;1416000;0
599091 6 171;1550000;;1550000;0
599091 6 2;2428350;;2428350;0
599091 6 30000410;1416000;;1416000;0
599091 6 30001148;1406000;;1406000;0
599091 6 317;2050850;;2050850;0
599091 6 419;1259000;;1259000;0
599097 2 372;1800000;;1800000;0
599097 2 501;1800000;;1800000;0
599177 2 185;1000000;;1000000;0
599177 2 404;1000000;;1000000;0
599177 2 433;1000000;;1000000;0
599177 2 497;1500000;;1500000;0
599177 6 1;905500;;905500;0
599177 6 117;905500;;905500;0
599177 6 28498;424000;;424000;0
599177 6 31068;482300;;482300;0
599177 6 33687;595900;;595900;0
599177 6 359;905500;;905500;0
599177 6 36722;667300;;667300;0
599177 6 38772;817900;;817900;0
599177 6 461;905500;;905500;0
599278 2 303;1200000;;1200000;0
599278 2 597;925000;;925000;0
599278 2 598;1200000;;1200000;0
599278 2 599;919000;;919000;0
599447 1 30001493;2500000;;2500000;0
599447 2 132;2000000;;2000000;0
599447 2 227;1600000;;1600000;0
599447 2 30000747;2000000;;2000000;0
599447 2 30002215;2500000;;2500000;0
599447 2 32;1200000;;1200000;0
599481 2 30001057;3400000;;3400000;0
599481 2 30001788;3400000;;3400000;0
599481 2 30002308;3400000;;3400000;0
599561 2 224;2000000;;2000000;0
599561 2 352;600000;;600000;0
599561 6 1;1069750;;1069750;0
599561 6 342;1069750;;1069750;0
599620 2 155;2000000;;2000000;0
599620 2 30000774;1500000;;1500000;0
599620 2 30001544;1500000;;1500000;0
599620 2 30002034;2000000;;2000000;0
599620 2 30003499;2130000;;2130000;0
599620 2 311;2400000;;2400000;0
599620 2 481;1500000;;1500000;0
599620 2 596;2500000;;2500000;0
599620 2 64;1000000;;1000000;0
599620 2 81;2500000;;2500000;0
599620 6 11;676900;;676900;0
599620 6 119;464700;;464700;0
599620 6 158;1076000;;1076000;0
599620 6 30001653;518400;;518400;0
599620 6 30002241;714000;;714000;0
599620 6 30003120;3298400;;3298400;0
599620 6 309;456000;;456000;0
599620 6 460;1030150;;1030150;0
5996408 13 39974;2171700;;2171700;0
599713 2 225;2000000;;2000000;0
599713 2 24854;5826563;;5826563;0
599713 2 28548;3200000;;3200000;0
599713 2 30000215;2100000;;2100000;0
599713 2 30000969;3200000;;3200000;0
599713 2 30001694;3200000;;3200000;0
599713 2 30002172;3200000;;3200000;0
599713 2 30002791;3200000;;3200000;0
599713 2 30003207;3200000;;3200000;0
599713 2 30003692;3200000;;3200000;0
599713 2 365;3000000;;3000000;0
599713 2 421;2800000;;2800000;0
599713 2 455;800000;;800000;0
599713 2 922;1500000;;1500000;0
599713 6 1;471000;;471000;0
599713 6 149;818800;;818800;0
599713 6 25;471000;;471000;0
599713 6 25571;1869000;;1869000;0
599713 6 30000123;834800;;834800;0
599713 6 30001062;744000;;744000;0
599713 6 30001710;744000;;744000;0
599713 6 30002146;744000;;744000;0
599713 6 30002609;744000;;744000;0
599713 6 30003038;744000;;744000;0
599713 6 30003459;744000;;744000;0
599713 6 475;676250;;676250;0
599713 6 725;565000;;565000;0
599856 2 155;800000;;800000;0
599856 2 157;465000;;465000;0
599856 2 274;500000;;500000;0
599856 2 359;600000;;600000;0
599866 2 25707;6000000;;6000000;0
599866 2 29328;6000000;;6000000;0
599866 2 30003079;6000000;;6000000;0
599866 2 30003478;6000000;;6000000;0
599866 5 35744;2152000;;2152000;0
599866 6 25708;3879200;;3879200;0
599866 6 29329;3879200;;3879200;0
599866 6 30003078;3879200;;3879200;0
599866 6 30003479;3879200;;3879200;0
600008 2 402;7000000;;7000000;0
600028 2 2007;2700000;;2700000;0
600028 2 2436;2700000;;2700000;0
600028 2 33102;6000000;;6000000;0
600028 5 438;4421986;;4421986;0
600028 6 2008;1797900;;1797900;0
600028 6 2437;1797900;;1797900;0
600108 2 1007;3900000;;3900000;0
600108 2 179;2530000;;2530000;0
600108 2 30000988;2908000;;2908000;0
600108 2 382;2530000;;2530000;0
600108 2 392;4170000;;4170000;0
600261 6 1;1504000;;1504000;0
600397 1 35;1000000;;1000000;0
600397 1 355;1900000;;1900000;0
600397 1 38;1900000;;1900000;0
600397 2 192;1000000;;1000000;0
600397 2 200;705000;;705000;0
600397 2 61;1500000;;1500000;0
600397 2 62;668000;;668000;0
600397 6 221;281000;;281000;0
600397 6 278;259800;;259800;0
600397 6 30025;137700;;137700;0
600397 6 431;175600;;175600;0
600397 6 616;259800;;259800;0
600418 2 175;150000;;150000;0
600418 2 376;200000;;200000;0
600418 2 378;150000;;150000;0
600418 2 424;200000;;200000;0
600418 2 425;79000;;79000;0
600418 2 444;200000;;200000;0
600418 2 445;79000;;79000;0
600418 2 498;200000;;200000;0
600418 2 900;200000;;200000;0
600418 2 901;79000;;79000;0
600418 6 1;228000;;228000;0
600418 6 18;163000;;163000;0
600418 6 483;163000;;163000;0
600418 6 665;87000;;87000;0
600418 6 666;87000;;87000;0
600452 2 180;14000000;;14000000;0
600452 2 23;31000000;;31000000;0
600452 2 235;31000000;;31000000;0
600452 2 278;14000000;;14000000;0
600452 2 297;31000000;;31000000;0
600452 2 299;31000000;;31000000;0
600452 2 30000303;14000000;;14000000;0
600452 2 30000448;31000000;;31000000;0
600452 2 30001139;13937000;;13937000;0
600452 2 30001221;31000000;;31000000;0
600452 2 30001832;13937000;;13937000;0
600452 2 30001888;31000000;;31000000;0
600452 2 433;14000000;;14000000;0
600452 2 585;31000000;;31000000;0
600452 2 586;14000000;;14000000;0
600452 8 10478;300000000;;300000000;0
600452 8 13811;300000000;;300000000;0
600452 8 15474;250000000;;250000000;0
600452 8 18768;250000000;;250000000;0
600452 8 19537;50000000;;50000000;0
600452 8 21398;250000000;;250000000;0
600452 8 25690;150000000;;150000000;0
600452 8 26317;500000000;;500000000;0
600452 8 30003819;300000000;;300000000;0
600452 8 33136;479147600;;479147600;0
600533 2 30000536;1306000;;1306000;0
600533 2 30001302;1299000;;1299000;0
600533 2 30002053;1299000;;1299000;0
600533 2 30002573;1299000;;1299000;0
600533 2 30003044;1299000;;1299000;0
600533 2 305;1510000;;1510000;0
600533 2 306;1510000;;1510000;0
600533 2 377;1306000;;1306000;0
600533 2 436;1306000;;1306000;0
600533 2 456;1510000;;1510000;0
600533 2 78;1240000;;1240000;0
600533 2 83;1306000;;1306000;0
600533 6 102;250900;;250900;0
600533 6 103;238000;;238000;0
600533 6 15;163800;;163800;0
600533 6 353;464400;;464400;0
600533 6 583;290000;;290000;0
600555 6 1;413500;;413500;0
600655 2 310;600000;;600000;0
600655 2 391;600000;;600000;0
600655 2 98;400000;;400000;0
600678 2 415;3320000;;3320000;0
600753 2 389;1160000;;1160000;0
600753 6 1;1119000;;1119000;0
600768 2 243;4000000;;4000000;0
600768 2 264;1940000;;1940000;0
600768 2 265;1940000;;1940000;0
600768 2 30000712;3600000;;3600000;0
600768 2 30001535;3597000;;3597000;0
600768 2 310;4000000;;4000000;0
600768 2 538;3600000;;3600000;0
600768 2 555;4000000;;4000000;0
600768 6 206;1405000;;1405000;0
600768 6 30000130;2310000;;2310000;0
600768 6 30074;471400;;471400;0
600768 6 405;732000;;732000;0
600768 6 529;1405000;;1405000;0
600831 1 331;5000000;;5000000;0
600831 1 395;5000000;;5000000;0
600831 2 195;2000000;;2000000;0
600831 2 287;1000000;;1000000;0
600831 6 1;1800900;;1800900;0
600831 6 476;3314200;;3314200;0
600843 13 24665;3780000;;3780000;0
600843 13 30003562;3085000;;3085000;0
600843 2 20000106;4980000;;4980000;0
600843 2 20000797;3073000;;3073000;0
600843 2 20001357;5000000;;5000000;0
600843 2 20001736;9000000;;9000000;0
600843 2 25248;9000000;;9000000;0
600843 2 28645;17800000;;17800000;0
600843 2 30003521;10000000;;10000000;0
600843 6 20001358;6810300;;6810300;0
600843 6 20001671;9346750;;9346750;0
600843 6 25163;8820000;;8820000;0
600843 6 30003561;6963200;;6963200;0
600891 1 248;5800000;;5800000;0
600891 1 372;5000000;;5000000;0
600891 2 187;5000000;;5000000;0
600891 2 30000127;7000000;;7000000;0
600891 2 30000887;8100000;;8100000;0
600891 2 50;7000000;;7000000;0
600891 2 51;2740000;;2740000;0
600891 2 55;5500000;;5500000;0
600891 2 56;4235000;;4235000;0
600891 6 1;2965000;;2965000;0
600891 6 255;4704000;;4704000;0
600891 6 30000584;3975600;;3975600;0
600891 6 30001343;6360000;;6360000;0
600891 6 30089;3133400;;3133400;0
600891 6 343;3305000;;3305000;0
600891 6 516;3782800;;3782800;0
600891 6 517;2000000;;2000000;0
600891 6 713;4272000;;4272000;0
600968 2 30001390;2277000;;2277000;0
600968 2 301;1680000;;1680000;0
600968 2 302;1680000;;1680000;0
600968 2 303;1680000;;1680000;0
600968 2 79;1000000;;1000000;0
600968 6 1;390000;;390000;0
600968 6 30000495;640000;;640000;0
600968 6 350;640000;;640000;0
600968 6 352;640000;;640000;0
601101 6 1;803950;;803950;0
601101 6 180;1032000;;1032000;0
601101 6 205;904200;;904200;0
601101 6 30000445;904200;;904200;0
601101 6 30001166;874200;;874200;0
601101 6 393;904200;;904200;0
601101 6 716;904200;;904200;0
601133 6 1;2372900;;2372900;0
601133 6 271;3568700;;3568700;0
601140 2 236;1300000;;1300000;0
601140 2 368;400000;;400000;0
601140 2 410;500000;;500000;0
601140 6 1;689500;;689500;0
601140 6 474;919700;;919700;0
601140 6 593;955400;;955400;0
601141 2 237;500000;;500000;0
601141 2 264;500000;;500000;0
601141 2 9;86000;;86000;0
601141 6 1;568200;;568200;0
601176 2 309;1700000;;1700000;0
601176 2 414;1700000;;1700000;0
601176 6 346;979200;;979200;0
601182 2 138;1600000;;1600000;0
601182 2 202;1600000;;1600000;0
601182 2 462;1600000;;1600000;0
601182 2 551;1900000;;1900000;0
601182 6 1;1063500;;1063500;0
601182 6 133;1063500;;1063500;0
601182 6 449;1280000;;1280000;0
601182 6 533;1063500;;1063500;0
601244 1 350;350000;;350000;0
601340 2 148;800000;;800000;0
601340 2 163;800000;;800000;0
601340 2 20000362;1400000;;1400000;0
601340 2 20000538;1700000;;1700000;0
601340 2 20000906;1646000;;1646000;0
601340 2 20001188;1646000;;1646000;0
601340 2 20001418;1646000;;1646000;0
601340 2 20001702;1646000;;1646000;0
601340 6 20000005;702800;;702800;0
601340 6 20000539;800000;;800000;0
601340 6 20000905;800000;;800000;0
601340 6 20001189;800000;;800000;0
601340 6 20001419;800000;;800000;0
601340 6 20001740;800000;;800000;0
601411 6 1;194500;;194500;0
601411 6 191;334800;;334800;0
601411 6 293;232000;;232000;0
601411 6 30000668;496800;;496800;0
601411 6 30001510;513600;;513600;0
601411 6 312;453600;;453600;0
601411 6 487;144800;;144800;0
601411 6 520;334800;;334800;0
601411 6 69;411000;;411000;0
601420 2 30001056;450000;;450000;0
601420 2 30001807;1600000;;1600000;0
601420 6 30001808;820500;;820500;0
601429 2 114;2500000;;2500000;0
601429 2 433;4330000;;4330000;0
601429 6 1;1652000;;1652000;0
601429 6 507;2610000;;2610000;0
601430 2 213;1000000;;1000000;0
601430 2 298;1300000;;1300000;0
601430 2 485;1000000;;1000000;0
601473 2 298;5900000;;5900000;0
601473 2 30001102;2412000;;2412000;0
601473 2 358;5900000;;5900000;0
601473 2 410;5900000;;5900000;0
601473 6 1;6160940;;6160940;0
601473 6 455;6160940;;6160940;0
601473 6 72;6160940;;6160940;0
601474 2 113;2800000;;2800000;0
601474 2 153;2200000;;2200000;0
601474 2 209;2200000;;2200000;0
601474 2 26;2200000;;2200000;0
601474 2 30000111;2200000;;2200000;0
601474 2 30000917;2145000;;2145000;0
601474 2 740;2200000;;2200000;0
601474 2 741;2200000;;2200000;0
601474 6 106;1314000;;1314000;0
601474 6 125;1162800;;1162800;0
601474 6 247;791000;;791000;0
601474 6 30000586;2484000;;2484000;0
601474 6 30001410;2484000;;2484000;0
601474 6 381;1314000;;1314000;0
601474 6 592;779200;;779200;0
601477 1 152;700000;;700000;0
601477 2 205;200000;;200000;0
601477 2 206;116000;;116000;0
601477 2 237;350000;;350000;0
601477 2 24528;700000;;700000;0
601477 2 30000117;450000;;450000;0
601477 2 30002081;200000;;200000;0
601477 2 30002599;700000;;700000;0
601477 2 30002879;1000000;;1000000;0
601477 2 30003277;1000000;;1000000;0
601477 2 685;300000;;300000;0
601477 6 27388;725000;;725000;0
601477 6 30000543;327200;;327200;0
601477 6 30001311;300200;;300200;0
601477 6 30002082;383200;;383200;0
601477 6 30002880;445000;;445000;0
601477 6 30003279;405800;;405800;0
601505 2 181;1500000;;1500000;0
601505 2 210;1500000;;1500000;0
601505 2 284;1500000;;1500000;0
601505 2 30000019;1500000;;1500000;0
601505 2 346;1000000;;1000000;0
601505 2 726;1500000;;1500000;0
601505 6 13;400000;;400000;0
601505 6 135;474600;;474600;0
601505 6 225;400000;;400000;0
601505 6 30000289;400000;;400000;0
601505 6 30000623;449100;;449100;0
601505 6 392;674400;;674400;0
601505 6 62;674400;;674400;0
601516 2 30000371;2700000;;2700000;0
601516 2 30001200;2700000;;2700000;0
601516 2 30001814;2700000;;2700000;0
601516 2 39;1800000;;1800000;0
601516 2 440;2700000;;2700000;0
601516 2 509;1000000;;1000000;0
601516 6 1;711500;;711500;0
601516 6 262;1160199;;1160199;0
601516 6 280;1130000;;1130000;0
601516 6 30000344;1130000;;1130000;0
601516 6 30001196;1080000;;1080000;0
601516 6 30001813;1080000;;1080000;0
601516 6 39;702500;;702500;0
601620 2 25657;8000000;;8000000;0
601620 2 29592;8000000;;8000000;0
601620 2 30002935;5600000;;5600000;0
601620 2 30003467;6500000;;6500000;0
601620 2 36587;5000000;;5000000;0
601620 2 38835;5000000;;5000000;0
601620 6 25658;5464000;;5464000;0
601620 6 30002404;7002450;;7002450;0
601620 6 30002922;3814800;;3814800;0
601620 6 30003468;4288400;;4288400;0
601620 6 33076;5850000;;5850000;0
601620 6 36657;5025000;;5025000;0
601620 6 40385;5998792;;5998792;0
601620 6 5;1635000;;1635000;0
601620 6 515;2857500;;2857500;0
601690 2 148;350000;;350000;0
601690 2 236;300000;;300000;0
601690 2 282;400000;;400000;0
601690 2 30000875;300000;;300000;0
601690 2 30001599;300000;;300000;0
601690 2 30002060;400000;;400000;0
601690 2 30002485;400000;;400000;0
601690 2 30002907;400000;;400000;0
601690 2 30003289;400000;;400000;0
601690 2 347;450000;;450000;0
601690 2 483;300000;;300000;0
601690 2 734;400000;;400000;0
601731 2 102;740000;;740000;0
601747 2 300;1000000;;1000000;0
601760 2 26;800000;;800000;0
601760 2 381;800000;;800000;0
601760 2 450;800000;;800000;0
601760 2 552;936000;;936000;0
601760 2 553;936000;;936000;0
601760 6 22;452000;;452000;0
601760 6 23;177000;;177000;0
601760 6 451;189000;;189000;0
601760 6 56;452000;;452000;0
601823 1 443;500000;;500000;0
601823 2 102;500000;;500000;0
601920 1 411;5500000;;5500000;0
601920 1 62;5500000;;5500000;0
601920 2 28506;9501000;;9501000;0
601920 2 30000227;10330000;;10330000;0
601920 2 30000460;9530000;;9530000;0
601920 2 30001257;9501000;;9501000;0
601920 2 30001840;9501000;;9501000;0
601920 2 30002338;9501000;;9501000;0
601920 2 30003012;9501000;;9501000;0
601920 2 30003411;9501000;;9501000;0
601920 2 30003918;9501000;;9501000;0
601920 2 33068;9501000;;9501000;0
601920 2 97;5500000;;5500000;0
601920 6 1;1508900;;1508900;0
601920 6 116;3653000;;3653000;0
601920 6 28507;4740000;;4740000;0
601920 6 30000224;5950000;;5950000;0
601920 6 30000461;5950000;;5950000;0
601920 6 30001146;5950000;;5950000;0
601920 6 30001258;5950000;;5950000;0
601920 6 30001839;4740000;;4740000;0
601920 6 30002339;4740000;;4740000;0
601920 6 30003013;4740000;;4740000;0
601920 6 30003413;4740000;;4740000;0
601920 6 30003917;4740000;;4740000;0
601920 6 33176;4740000;;4740000;0
601934 2 308;1100000;;1100000;0
601934 2 436;1500000;;1500000;0
601934 2 437;1488000;;1488000;0
601934 2 83;1100000;;1100000;0
601949 1 107;8000000;;8000000;0
601949 2 18;8000000;;8000000;0
601949 2 235;8000000;;8000000;0
601949 2 30000102;8800000;;8800000;0
601949 2 30000615;8800000;;8800000;0
601949 2 30001467;8667000;;8667000;0
601949 2 30001868;8667000;;8667000;0
601949 6 292;1682000;;1682000;0
601949 6 30000104;4470000;;4470000;0
601949 6 30000616;4470000;;4470000;0
601949 6 30001397;4470000;;4470000;0
601949 6 30001869;4470000;;4470000;0
601949 6 30002;1682000;;1682000;0
601949 6 52;2819500;;2819500;0
602010 2 293;2000000;;2000000;0
602010 2 299;2000000;;2000000;0
602010 2 30001003;3254000;;3254000;0
602010 2 344;1300000;;1300000;0
602010 2 366;1500000;;1500000;0
602010 6 1;1147550;;1147550;0
602010 6 176;1254000;;1254000;0
602010 6 200;949200;;949200;0
602010 6 282;949200;;949200;0
602034 2 85;2000000;;2000000;0
602034 6 1;2731400;;2731400;0
602075 2 221;6000000;;6000000;0
602075 2 321;4000000;;4000000;0
602075 2 710;6000000;;6000000;0
602075 6 1;3184000;;3184000;0
602075 6 220;6183300;;6183300;0
602075 6 295;3390000;;3390000;0
602075 6 48;7643200;;7643200;0
602075 6 622;7643200;;7643200;0
602084 1 1;7000000;;7000000;0
602084 1 121;7000000;;7000000;0
602084 1 2;7000000;;7000000;0
602084 1 3;7000000;;7000000;0
602084 1 30000542;7000000;;7000000;0
602084 1 30001295;6742000;;6742000;0
602084 1 41;7000000;;7000000;0
602084 1 61;5000000;;5000000;0
602084 1 92;5000000;;5000000;0
602084 2 37965;20000000;;20000000;0
602084 6 30000952;5018750;;5018750;0
602084 6 30001690;6348000;;6348000;0
602084 6 40552;0;;0;0
602193 2 10;1200000;;1200000;0
602193 2 221;1300000;;1300000;0
602193 2 386;1300000;;1300000;0
602193 2 9;600000;;600000;0
602193 2 998;700000;;700000;0
602193 6 1;389000;;389000;0
602193 6 288;389800;;389800;0
602193 6 404;296300;;296300;0
602193 6 50;369600;;369600;0
602260 2 140;5000000;;5000000;0
602260 2 157;6000000;;6000000;0
602260 2 158;4486000;;4486000;0
602260 2 485;5000000;;5000000;0
602260 2 496;5400000;;5400000;0
602260 2 56;5000000;;5000000;0
602260 2 607;7400000;;7400000;0
602260 6 1;1552500;;1552500;0
602260 6 226;2817000;;2817000;0
602260 6 227;2510000;;2510000;0
602260 6 228;2510000;;2510000;0
602260 6 260;3318200;;3318200;0
602260 6 345;2034000;;2034000;0
602298 1 178;500000;;500000;0
602298 1 24;500000;;500000;0
602298 2 10;690000;;690000;0
602298 2 22;600000;;600000;0
602298 2 417;690000;;690000;0
602298 2 455;690000;;690000;0
602298 6 197;427200;;427200;0
602319 2 466;2700000;;2700000;0
602357 2 262;2200000;;2200000;0
602357 2 30001079;2100000;;2100000;0
602357 2 30001680;2700000;;2700000;0
602357 2 30002096;3000000;;3000000;0
602357 2 30002768;1700000;;1700000;0
602357 2 337;1400000;;1400000;0
602357 2 358;1900000;;1900000;0
602357 2 725;2000000;;2000000;0
602357 6 165;992600;;992600;0
602357 6 275;1967000;;1967000;0
602357 6 30000125;2690800;;2690800;0
602357 6 30001730;2604000;;2604000;0
602357 6 628;1686000;;1686000;0
602376 2 179;4300000;;4300000;0
602376 2 234;2000000;;2000000;0
602376 2 29441;20000000;;20000000;0
