"","id.join","vr.pagos","NA","CREDITO"
"63035","70811038 2 2242",8,2400000,"NULL"
"63036","70811038 2 585",4,1300000,"NULL"
"63037","70811038 2 9",4,1300000,"NULL"
"63038","70811041 2 249",4,1240000,"NULL"
"63039","70811041 2 828",2,1212000,"NULL"
"63040","70811044 2 318",2,9e+05,"NULL"
"63041","70811044 2 653",4,3000,"NULL"
"63042","70811044 6 724",6,640800,"NULL"
"63043","70811046 2 2296",2,1800000,"NULL"
"63044","70811046 2 24949",2,2e+06,"NULL"
"63045","70811046 2 335",2,7e+05,"NULL"
"63046","70811046 2 34759",2,2e+06,"NULL"
"63047","70811046 2 38263",6,5e+06,"NULL"
"63048","70811053 2 1225",2,1500000,"NULL"
"63049","70811053 2 334",4,1300000,"NULL"
"63050","70811053 2 837",2,1500000,"NULL"
"63051","70811066 13 2569",39,279500,"NULL"
"63052","70811078 13 2501",52,1892000,"NULL"
"63053","70811078 13 2502",52,2025000,"NULL"
"63054","70811078 2 1288",2,9e+06,"NULL"
"63055","70811078 2 1928",2,5e+06,"NULL"
"63056","70811078 2 20",2,6e+06,"NULL"
"63057","70811078 2 2351",2,14800000,"NULL"
"63058","70811078 2 26480",2,14800000,"NULL"
"63059","70811078 2 2722",2,14800000,"NULL"
"63060","70811078 2 29889",2,14800000,"NULL"
"63061","70811078 2 33636",2,14800000,"NULL"
"63062","70811078 2 37311",8,2e+07,"NULL"
"63063","70811078 2 39687",4,3e+07,"NULL"
"63064","70811078 2 593",4,6e+06,"NULL"
"63065","70811078 6 27901",6,4312400,"NULL"
"63066","70811078 6 2848",6,4103000,"NULL"
"63067","70811078 6 30515",6,4700980,"NULL"
"63068","70811078 6 34304",6,3343000,"NULL"
"63069","70811078 6 501",6,1507200,"NULL"
"63070","70811081 13 34524",247,1224339,"NULL"
"63071","70811081 2 1024",2,2274000,"NULL"
"63072","70811081 2 1673",2,2274000,"NULL"
"63073","70811081 2 1987",2,2274000,"NULL"
"63074","70811081 2 234",2,2300000,"NULL"
"63075","70811081 2 2406",4,2274000,"NULL"
"63076","70811081 2 27223",4,2500000,"NULL"
"63077","70811081 2 2838",2,2500000,"NULL"
"63078","70811081 2 33319",2,3900000,"NULL"
"63079","70811081 2 38531",6,4e+06,"NULL"
"63080","70811081 2 608",4,2300000,"NULL"
"63081","70811081 5 486",20,3900000,"NULL"
"63082","70811083 2 14765",2,8e+05,"NULL"
"63083","70811083 2 18719",2,6e+05,"NULL"
"63084","70811083 2 19600",2,750000,"NULL"
"63085","70811083 3 10507",3,130000,"NULL"
"63086","70811109 2 12101",6,3456000,"NULL"
"63087","70811109 2 19727",2,3e+05,"NULL"
"63088","70811109 3 6514",3,5e+05,"NULL"
"63089","70811109 3 776",3,5e+05,"NULL"
"63090","70811109 6 115",6,194500,"NULL"
"63091","70811148 2 12658",2,1300000,"NULL"
"63092","70811148 2 14972",2,1500000,"NULL"
"63093","70811148 2 17498",2,1700000,"NULL"
"63094","70811148 2 20349",2,1700000,"NULL"
"63095","70811148 2 20744",2,1700000,"NULL"
"63096","70811148 2 312",2,6e+05,"NULL"
"63097","70811148 2 586",6,9e+05,"NULL"
"63098","70811148 2 9746",6,1100000,"NULL"
"63099","70811148 6 1016",6,299600,"NULL"
"63100","70811148 6 1375",6,456000,"NULL"
"63101","70811148 6 1665",12,621600,"NULL"
"63102","70811148 6 2321",6,271600,"NULL"
"63103","70811148 6 719",6,430200,"NULL"
"63104","70811154 2 1781",2,5e+06,"NULL"
"63105","70811154 2 2170",2,5900000,"NULL"
"63106","70811154 2 26288",2,5900000,"NULL"
"63107","70811154 2 2653",2,5900000,"NULL"
"63108","70811154 2 30993",6,5900000,"NULL"
"63109","70811154 6 1339",6,2280000,"NULL"
"63110","70811154 6 2176",6,2879500,"NULL"
"63111","70811154 6 26289",6,2879500,"NULL"
"63112","70811154 6 2654",6,2879500,"NULL"
"63113","70811154 6 30994",12,2879500,"NULL"
"63114","70811154 6 493",12,1156600,"NULL"
"63115","70811154 6 677",12,1229600,"NULL"
"63116","70811154 6 877",6,1592400,"NULL"
"63117","70811159 13 32787",13,611100,"NULL"
"63118","70811159 13 34274",78,727909,"NULL"
"63119","70811159 13 35797",78,854100,"NULL"
"63120","70811159 2 11536",4,2e+06,"NULL"
"63121","70811159 2 12718",2,1e+06,"NULL"
"63122","70811159 2 14319",2,1e+06,"NULL"
"63123","70811159 2 15488",2,1e+06,"NULL"
"63124","70811159 2 16715",2,1600000,"NULL"
"63125","70811159 2 17877",2,1e+06,"NULL"
"63126","70811159 2 19795",2,1600000,"NULL"
"63127","70811159 2 21661",2,1500000,"NULL"
"63128","70811159 2 22588",2,1600000,"NULL"
"63129","70811159 2 22868",2,1500000,"NULL"
"63130","70811159 2 2490",2,8e+05,"NULL"
"63131","70811159 2 26304",2,8e+05,"NULL"
"63132","70811159 2 27134",2,1e+06,"NULL"
"63133","70811159 2 30048",2,8e+05,"NULL"
"63134","70811159 2 30921",2,1e+06,"NULL"
"63135","70811159 2 3173",4,1500000,"NULL"
"63136","70811159 2 32904",2,2e+06,"NULL"
"63137","70811159 2 36398",4,4041220,"NULL"
"63138","70811159 2 38597",4,4e+06,"NULL"
"63139","70811159 2 4629",4,1350000,"NULL"
"63140","70811159 6 15104",12,1068000,"NULL"
"63141","70811159 6 18394",12,1586200,"NULL"
"63142","70811159 6 21658",12,2056000,"NULL"
"63143","70811159 6 24017",12,1998000,"NULL"
"63144","70811159 6 26357",6,2502000,"NULL"
"63145","70811159 6 30049",6,2502000,"NULL"
"63146","70811159 6 32792",6,882700,"NULL"
"63147","70811159 6 36678",6,743600,"NULL"
"63148","70811159 6 38652",6,1213500,"NULL"
"63149","70811159 6 40065",18,1323000,"NULL"
"63150","70811170 2 1143",2,2e+06,"NULL"
"63151","70811170 2 1869",2,1500000,"NULL"
"63152","70811170 2 2249",2,1500000,"NULL"
"63153","70811170 2 27810",2,2e+06,"NULL"
"63154","70811170 2 31606",2,1e+06,"NULL"
"63155","70811170 2 34047",8,3e+06,"NULL"
"63156","70811170 2 347",2,2e+06,"NULL"
"63157","70811170 2 38999",4,1e+06,"NULL"
"63158","70811170 2 756",4,2e+06,"NULL"
"63159","70811170 6 1144",6,1277600,"NULL"
"63160","70811170 6 1870",6,819000,"NULL"
"63161","70811170 6 2188",6,1782600,"NULL"
"63162","70811170 6 31289",6,676000,"NULL"
"63163","70811170 6 39015",18,3163800,"NULL"
"63164","70811170 6 470",6,482100,"NULL"
"63165","70811170 6 728",6,704000,"NULL"
"63166","70811170 6 757",12,827000,"NULL"
"63167","70811176 13 28504",65,1780000,"NULL"
"63168","70811176 13 38027",117,2120400,"NULL"
"63169","70811176 2 1069",4,7826000,"NULL"
"63170","70811176 2 1559",2,7826000,"NULL"
"63171","70811176 2 1872",4,7826000,"NULL"
"63172","70811176 2 2234",4,7826000,"NULL"
"63173","70811176 2 2359",2,8200000,"NULL"
"63174","70811176 2 28323",2,12400000,"NULL"
"63175","70811176 2 2833",2,12400000,"NULL"
"63176","70811176 2 287",2,8e+06,"NULL"
"63177","70811176 2 33162",4,12400000,"NULL"
"63178","70811176 2 452",2,8e+06,"NULL"
"63179","70811176 2 588",4,8e+06,"NULL"
"63180","70811176 5 36681",30,644000,"NULL"
"63181","70811176 6 1221",6,1648800,"NULL"
"63182","70811176 6 1604",6,1648800,"NULL"
"63183","70811176 6 1873",6,1648800,"NULL"
"63184","70811176 6 2082",6,1648800,"NULL"
"63185","70811176 6 2562",6,1648800,"NULL"
"63186","70811176 6 707",12,1352150,"NULL"
"63187","70811176 6 855",6,1648800,"NULL"
"63188","70811201 2 172",2,3e+06,"NULL"
"63189","70811201 2 442",2,3e+06,"NULL"
"63190","70811204 1 1260",1,1500000,"NULL"
"63191","70811204 1 1601",1,1500000,"NULL"
"63192","70811204 1 1909",1,1500000,"NULL"
"63193","70811204 1 2259",1,1500000,"NULL"
"63194","70811204 2 25794",2,1e+06,"NULL"
"63195","70811204 2 2590",4,2e+06,"NULL"
"63196","70811204 2 38279",4,5e+06,"NULL"
"63197","70811209 13 34887",91,669000,"NULL"
"63198","70811209 2 145",2,1271000,"NULL"
"63199","70811209 2 28002",4,9e+05,"NULL"
"63200","70811209 2 2861",2,9e+05,"NULL"
"63201","70811209 2 31487",6,8e+05,"NULL"
"63202","70811209 2 36836",2,1e+06,"NULL"
"63203","70811209 2 39514",2,1200000,"NULL"
"63204","70811209 2 781",4,1271000,"NULL"
"63205","70811212 2 1302",4,3e+06,"NULL"
"63206","70811212 2 1624",2,3e+06,"NULL"
"63207","70811212 2 1946",4,3e+06,"NULL"
"63208","70811212 2 2274",2,3e+06,"NULL"
"63209","70811212 2 25926",2,3e+06,"NULL"
"63210","70811212 2 2649",2,3e+06,"NULL"
"63211","70811212 2 896",2,2e+06,"NULL"
"63212","70811216 2 36017",4,5e+05,"NULL"
"63213","70811224 2 1117",2,1429000,"NULL"
"63214","70811224 2 1453",2,1429000,"NULL"
"63215","70811224 2 1778",2,1429000,"NULL"
"63216","70811224 2 2158",2,1429000,"NULL"
"63217","70811224 2 2482",2,2500000,"NULL"
"63218","70811224 2 27904",4,2500000,"NULL"
"63219","70811224 2 2855",2,2500000,"NULL"
"63220","70811224 2 31474",4,2250000,"NULL"
"63221","70811224 2 727",4,1500000,"NULL"
"63222","70811224 5 305",25,2e+06,"NULL"
"63223","70811224 5 421",15,694000,"NULL"
"63224","70811224 6 1118",6,1254000,"NULL"
"63225","70811224 6 1454",6,1254000,"NULL"
"63226","70811224 6 1779",6,1254000,"NULL"
"63227","70811224 6 2200",6,2686200,"NULL"
"63228","70811224 6 25109",6,2686200,"NULL"
"63229","70811224 6 2558",6,2686200,"NULL"
"63230","70811224 6 29059",6,2686200,"NULL"
"63231","70811224 6 32994",12,2686200,"NULL"
"63232","70811224 6 728",6,1254000,"NULL"
"63233","70811225 2 1110",2,731000,"NULL"
"63234","70811225 2 1440",2,731000,"NULL"
"63235","70811225 2 1736",2,731000,"NULL"
"63236","70811225 2 2052",4,731000,"NULL"
"63237","70811225 2 2423",4,1e+06,"NULL"
"63238","70811225 2 27408",2,920000,"NULL"
"63239","70811225 2 2794",2,920000,"NULL"
"63240","70811225 2 28137",2,1500000,"NULL"
"63241","70811225 2 31854",18,1500000,"NULL"
"63242","70811225 2 32509",2,6e+05,"NULL"
"63243","70811225 2 34262",8,5476000,"NULL"
"63244","70811225 2 37636",2,1e+06,"NULL"
"63245","70811225 2 39387",2,9e+05,"NULL"
"63246","70811225 2 718",4,8e+05,"NULL"
"63247","70811225 6 662",12,381600,"NULL"
"63248","70811230 2 37",2,5e+05,"NULL"
"63249","70811239 2 29494",2,5e+06,"NULL"
"63250","70811250 2 1197",2,1700000,"NULL"
"63251","70811250 2 1518",2,1700000,"NULL"
"63252","70811250 2 1827",2,1700000,"NULL"
"63253","70811250 2 2183",2,3900000,"NULL"
"63254","70811250 2 2533",2,3900000,"NULL"
"63255","70811250 2 28242",2,6e+06,"NULL"
"63256","70811250 2 2828",2,3900000,"NULL"
"63257","70811250 2 31883",2,6e+06,"NULL"
"63258","70811250 2 855",2,8e+05,"NULL"
"63259","70811250 2 8870",2,1400000,"NULL"
"63260","70811250 5 383",20,8787000,"NULL"
"63261","70811250 6 1198",6,1070000,"NULL"
"63262","70811250 6 1519",6,1070000,"NULL"
"63263","70811250 6 1828",6,1070000,"NULL"
"63264","70811250 6 2189",6,2507900,"NULL"
"63265","70811250 6 2534",6,2507900,"NULL"
"63266","70811250 6 28246",6,2787000,"NULL"
"63267","70811250 6 2829",6,2507900,"NULL"
"63268","70811250 6 31884",6,2787000,"NULL"
"63269","70811250 6 879",6,965800,"NULL"
"63270","70811255 2 1219",2,7e+05,"NULL"
"63271","70811255 2 1537",2,7e+05,"NULL"
"63272","70811255 2 1834",2,7e+05,"NULL"
"63273","70811255 2 2219",2,1900000,"NULL"
"63274","70811255 2 25154",2,2e+06,"NULL"
"63275","70811255 2 2567",2,1900000,"NULL"
"63276","70811255 2 27544",2,2e+06,"NULL"
"63277","70811255 2 31511",2,2500000,"NULL"
"63278","70811255 2 37885",6,3e+06,"NULL"
"63279","70811255 2 40080",2,0,"NULL"
"63280","70811255 2 451",4,3e+05,"NULL"
"63281","70811255 2 846",2,208000,"NULL"
"63282","70811255 3 12056",3,1050000,"NULL"
"63283","70811255 5 35135",15,2500000,"NULL"
"63284","70811281 2 1316",2,2343000,"NULL"
"63285","70811281 2 1627",2,2343000,"NULL"
"63286","70811281 2 1938",2,2343000,"NULL"
"63287","70811281 2 2367",2,2e+06,"NULL"
"63288","70811281 2 307",4,2500000,"NULL"
"63289","70811281 2 40661",2,0,"NULL"
"63290","70811281 2 516",4,2500000,"NULL"
"63291","70811281 2 975",2,2343000,"NULL"
"63292","70811295 2 2257",2,2e+06,"NULL"
"63293","70811295 2 28898",2,3e+06,"NULL"
"63294","70811295 2 33094",2,2e+06,"NULL"
"63295","70811295 2 37261",2,4300000,"NULL"
"63296","70811295 2 39257",4,4100000,"NULL"
"63297","70811297 2 1824",2,4e+05,"NULL"
"63298","70811297 2 2207",2,6e+05,"NULL"
"63299","70811297 2 24899",2,6e+05,"NULL"
"63300","70811297 2 2539",2,6e+05,"NULL"
"63301","70811297 2 27804",2,6e+05,"NULL"
"63302","70811297 2 31495",2,6e+05,"NULL"
"63303","70811297 2 37894",2,6e+05,"NULL"
"63304","70811297 2 39904",2,1200000,"NULL"
"63305","70811297 5 35193",10,970400,"NULL"
"63306","70811297 6 2208",6,370400,"NULL"
"63307","70811297 6 24900",6,370400,"NULL"
"63308","70811297 6 2540",6,370400,"NULL"
"63309","70811297 6 27805",6,370400,"NULL"
"63310","70811297 6 31496",6,370400,"NULL"
"63311","70811315 13 2591",65,313800,"NULL"
"63312","70811315 2 115",6,550000,"NULL"
"63313","70811315 2 1790",2,8e+05,"NULL"
"63314","70811315 2 2167",2,8e+05,"NULL"
"63315","70811315 2 24549",4,8e+05,"NULL"
"63316","70811315 2 2572",2,8e+05,"NULL"
"63317","70811315 2 28917",2,8e+05,"NULL"
"63318","70811315 2 32617",2,8e+05,"NULL"
"63319","70811315 2 774",6,276000,"NULL"
"63320","70811315 5 389",20,8e+05,"NULL"
"63321","70811317 2 1053",2,2e+06,"NULL"
"63322","70811317 2 1463",4,2600000,"NULL"
"63323","70811317 2 1749",2,3e+06,"NULL"
"63324","70811317 2 182",2,1400000,"NULL"
"63325","70811317 2 2074",2,3e+06,"NULL"
"63326","70811317 2 2471",2,3e+06,"NULL"
"63327","70811317 2 2799",2,3e+06,"NULL"
"63328","70811317 2 33402",4,3e+06,"NULL"
"63329","70811317 2 616",4,1600000,"NULL"
"63330","70811317 5 36413",30,1650000,"NULL"
"63331","70811317 5 474",30,1469600,"NULL"
"63332","70811317 6 1685",12,1947200,"NULL"
"63333","70811317 6 2005",6,2203600,"NULL"
"63334","70811317 6 2472",6,2203600,"NULL"
"63335","70811317 6 2800",6,2203600,"NULL"
"63336","70811317 6 33403",6,2203600,"NULL"
"63337","70811323 2 36341",2,1100000,"NULL"
"63338","70811323 2 38381",6,2e+06,"NULL"
"63339","70811330 13 28764",39,816132,"NULL"
"63340","70811330 2 1322",4,2346000,"NULL"
"63341","70811330 2 1635",2,2e+06,"NULL"
"63342","70811330 2 180",2,3e+06,"NULL"
"63343","70811330 2 1959",2,2e+06,"NULL"
"63344","70811330 2 2154",2,6e+06,"NULL"
"63345","70811330 2 25108",2,6e+06,"NULL"
"63346","70811330 2 2530",2,6e+06,"NULL"
"63347","70811330 2 27632",2,6e+06,"NULL"
"63348","70811330 2 2840",2,6e+06,"NULL"
"63349","70811330 2 31348",2,6e+06,"NULL"
"63350","70811330 2 323",6,3e+06,"NULL"
"63351","70811330 2 945",2,2346000,"NULL"
"63352","70811330 5 35117",15,6e+06,"NULL"
"63353","70811330 6 1323",6,866000,"NULL"
"63354","70811330 6 1636",6,866000,"NULL"
"63355","70811330 6 2241",6,2105600,"NULL"
"63356","70811330 6 2593",6,1745600,"NULL"
"63357","70811330 6 667",12,991600,"NULL"
"63358","70811330 6 957",6,583200,"NULL"
"63359","70811336 2 1128",2,1355000,"NULL"
"63360","70811336 2 1460",4,1355000,"NULL"
"63361","70811336 2 1811",2,2500000,"NULL"
"63362","70811336 2 211",2,1500000,"NULL"
"63363","70811336 2 2122",2,2500000,"NULL"
"63364","70811336 2 2445",2,2500000,"NULL"
"63365","70811336 2 253",12,4e+06,"NULL"
"63366","70811336 2 2737",2,2500000,"NULL"
"63367","70811336 2 27661",2,4e+06,"NULL"
"63368","70811336 2 31321",2,4e+06,"NULL"
"63369","70811336 2 39460",6,2000150,"NULL"
"63370","70811336 2 743",4,1500000,"NULL"
"63371","70811336 5 37419",5,2676000,"NULL"
"63372","70811336 6 2025",6,1962000,"NULL"
"63373","70811336 6 2374",6,1962000,"NULL"
"63374","70811336 6 27250",12,2361900,"NULL"
"63375","70811336 6 2782",6,2361900,"NULL"
"63376","70811336 6 30726",6,2851600,"NULL"
"63377","70811336 6 34983",6,2676000,"NULL"
"63378","70811336 6 38365",12,1965335,"NULL"
"63379","70811336 6 39464",12,2736560,"NULL"
"63380","70811336 6 680",6,1143000,"NULL"
"63381","70811342 2 39901",2,9e+05,"NULL"
"63382","70811342 6 37470",18,713400,"NULL"
"63383","70811345 2 1152",2,1e+06,"NULL"
"63384","70811345 2 1469",2,1e+06,"NULL"
"63385","70811345 2 1772",2,2e+06,"NULL"
"63386","70811345 2 2083",2,2e+06,"NULL"
"63387","70811345 2 2430",2,2e+06,"NULL"
"63388","70811345 2 27633",4,2e+06,"NULL"
"63389","70811345 2 2849",2,2e+06,"NULL"
"63390","70811345 2 31033",4,1800000,"NULL"
"63391","70811345 2 34818",8,1598000,"NULL"
"63392","70811345 2 434",4,5e+05,"NULL"
"63393","70811345 2 850",2,421000,"NULL"
"63394","70811345 6 705",6,303600,"NULL"
"63395","70811369 2 134",2,1300000,"NULL"
"63396","70811369 2 640",2,1300000,"NULL"
"63397","70811369 6 641",18,810600,"NULL"
"63398","70811369 6 650",6,810600,"NULL"
"63399","70811395 2 135",8,2260000,"NULL"
"63400","70811395 2 29035",2,1100000,"NULL"
"63401","70811395 2 32520",4,1100000,"NULL"
"63402","70811395 2 885",14,2218000,"NULL"
"63403","70811395 5 36373",10,1e+06,"NULL"
"63404","70811395 6 1048",12,329900,"NULL"
"63405","70811395 6 1417",6,199900,"NULL"
"63406","70811395 6 2163",6,199900,"NULL"
"63407","70811395 6 2672",6,199900,"NULL"
"63408","70811395 6 579",6,329900,"NULL"
"63409","70811395 6 652",6,329900,"NULL"
"63410","70811412 13 34948",104,2216900,"NULL"
"63411","70811412 2 39243",2,3e+06,"NULL"
"63412","70811414 2 22",4,6e+05,"NULL"
"63413","70811414 2 943",2,569000,"NULL"
"63414","70811434 13 28681",13,712000,"NULL"
"63415","70811434 13 40405",65,994000,"NULL"
"63416","70811434 2 12726",2,9e+05,"NULL"
"63417","70811434 2 16479",2,1200000,"NULL"
"63418","70811434 2 17436",4,1400000,"NULL"
"63419","70811434 2 22646",2,1e+06,"NULL"
"63420","70811434 2 26326",2,2300000,"NULL"
"63421","70811434 2 33758",4,2e+06,"NULL"
"63422","70811434 6 10048",6,503600,"NULL"
"63423","70811434 6 17441",6,937700,"NULL"
"63424","70811434 6 24948",6,701100,"NULL"
"63425","70811434 6 30015",12,1502600,"NULL"
"63426","70811434 6 33760",6,1445400,"NULL"
"63427","70811434 6 37152",6,2220000,"NULL"
"63428","70811434 6 38167",6,2271000,"NULL"
"63429","70811452 2 1216",2,1e+06,"NULL"
"63430","70811452 2 1548",2,1e+06,"NULL"
"63431","70811452 2 1859",2,1e+06,"NULL"
"63432","70811452 2 2195",2,1e+06,"NULL"
"63433","70811452 2 2541",2,1e+06,"NULL"
"63434","70811452 2 822",2,1e+06,"NULL"
"63435","70811452 2 858",2,1e+06,"NULL"
"63436","70811452 6 1217",6,441400,"NULL"
"63437","70811452 6 1860",6,936500,"NULL"
"63438","70811452 6 2196",6,936500,"NULL"
"63439","70811452 6 2542",6,936500,"NULL"
"63440","70811452 6 859",6,441400,"NULL"
"63441","70811477 2 1086",4,6500000,"NULL"
"63442","70811477 2 1462",4,6500000,"NULL"
"63443","70811477 2 1748",2,6500000,"NULL"
"63444","70811477 2 183",4,3455000,"NULL"
"63445","70811477 2 2113",2,6500000,"NULL"
"63446","70811477 2 2465",2,6500000,"NULL"
"63447","70811477 2 26657",2,8e+06,"NULL"
"63448","70811477 2 2771",4,6500000,"NULL"
"63449","70811477 2 30726",2,8e+06,"NULL"
"63450","70811477 2 34694",2,8e+06,"NULL"
"63451","70811477 2 613",4,5e+06,"NULL"
"63452","70811477 5 36991",20,5334000,"NULL"
"63453","70811477 6 1296",6,2028600,"NULL"
"63454","70811477 6 1620",6,2028600,"NULL"
"63455","70811477 6 1940",6,2125100,"NULL"
"63456","70811477 6 2290",6,2125100,"NULL"
"63457","70811477 6 2655",12,2125100,"NULL"
"63458","70811477 6 40189",6,0,"NULL"
"63459","70811477 6 926",6,2028600,"NULL"
"63460","70811483 2 1001",2,1976000,"NULL"
"63461","70811483 2 1411",2,1976000,"NULL"
"63462","70811483 2 1761",2,1976000,"NULL"
"63463","70811483 2 265",2,2e+06,"NULL"
"63464","70811483 2 515",4,2e+06,"NULL"
"63465","70811502 2 1247",2,2322000,"NULL"
"63466","70811502 2 1590",6,2322000,"NULL"
"63467","70811502 2 2580",2,2322000,"NULL"
"63468","70811502 2 389",4,2500000,"NULL"
"63469","70811502 2 864",2,2322000,"NULL"
"63470","70811502 2 865",2,2500000,"NULL"
"63471","70811528 2 1943",2,1300000,"NULL"
"63472","70811528 2 2363",2,1300000,"NULL"
"63473","70811528 2 2775",2,1300000,"NULL"
"63474","70811528 6 2364",6,777900,"NULL"
"63475","70811528 6 2776",6,569600,"NULL"
"63476","70811528 6 669",12,409900,"NULL"
"63477","70811528 6 752",6,291300,"NULL"
"63478","70811555 2 34564",2,750000,"NULL"
"63479","70811555 2 37314",2,1e+06,"NULL"
"63480","70811555 2 39137",2,1e+06,"NULL"
"63481","70811576 2 2570",2,5e+05,"NULL"
"63482","70811576 2 2831",2,5e+05,"NULL"
"63483","70811576 2 28424",2,7e+05,"NULL"
"63484","70811576 2 32138",2,7e+05,"NULL"
"63485","70811576 2 692",4,5e+05,"NULL"
"63486","70811576 5 35743",10,7e+05,"NULL"
"63487","70811602 13 2557",26,410200,"NULL"
"63488","70811602 2 1127",2,2338000,"NULL"
"63489","70811602 2 1461",2,2338000,"NULL"
"63490","70811602 2 1781",2,2338000,"NULL"
"63491","70811602 2 2101",2,2338000,"NULL"
"63492","70811602 2 2450",2,3e+06,"NULL"
"63493","70811602 2 26768",2,2200000,"NULL"
"63494","70811602 2 2726",2,2200000,"NULL"
"63495","70811602 2 31109",2,2200000,"NULL"
"63496","70811602 2 55",2,2500000,"NULL"
"63497","70811602 2 745",4,2500000,"NULL"
"63498","70811602 5 34958",20,2200000,"NULL"
"63499","70811602 5 416",20,631288,"NULL"
"63500","70811602 6 1269",6,503000,"NULL"
"63501","70811602 6 1554",6,503000,"NULL"
"63502","70811602 6 1926",6,503000,"NULL"
"63503","70811602 6 2209",6,399200,"NULL"
"63504","70811602 6 24838",6,694400,"NULL"
"63505","70811602 6 28419",12,694400,"NULL"
"63506","70811602 6 32920",6,631288,"NULL"
"63507","70811602 6 468",6,275500,"NULL"
"63508","70811703 13 32788",13,543200,"NULL"
"63509","70811703 13 34275",65,661000,"NULL"
"63510","70811703 13 35793",26,788400,"NULL"
"63511","70811703 2 19851",2,1500000,"NULL"
"63512","70811703 2 25844",2,1800000,"NULL"
"63513","70811703 2 29611",2,1800000,"NULL"
"63514","70811703 2 33341",2,1e+06,"NULL"
"63515","70811703 2 36370",6,3500000,"NULL"
"63516","70811703 2 38513",6,4e+06,"NULL"
"63517","70811703 2 40374",10,2953323,"NULL"
"63518","70811703 6 19909",6,344500,"NULL"
"63519","70811703 6 29409",6,580000,"NULL"
"63520","70811703 6 36677",6,743600,"NULL"
"63521","70811703 6 40064",6,1312200,"NULL"
"63522","70811741 2 23711",2,2e+05,"NULL"
"63523","70811741 2 29276",2,1e+06,"NULL"
"63524","70811741 2 32856",2,1e+06,"NULL"
"63525","70811741 5 36582",20,347698,"NULL"
"63526","70811741 6 23934",6,291500,"NULL"
"63527","70811741 6 29376",6,300065,"NULL"
"63528","70811741 6 32857",6,300065,"NULL"
"63529","70811750 2 391",4,1600000,"NULL"
"63530","70811750 2 816",2,2e+06,"NULL"
"63531","70811750 6 392",6,1096500,"NULL"
"63532","70811750 6 725",6,892400,"NULL"
